H_bin    , Gene , Feature       , Region    , Orientation, Step, Pearson_r            , P_value                , CI_low                , CI_high               , N_windows, Sliding_file                                                      , P_Bonferroni           , Reject_Bonferroni, P_Holm                 , Reject_Holm, P_FDR_BH               , Reject_FDR_BH
0.50-0.56, NSD3 , EMAR_AND_OTHER, full      , genomic    ,   10, 0.11741534470597349  , 1.9952917540671644e-33 , 0.09847088067128071   , 0.13627473533308615   ,     10458, sliding_NSD3_EMAR_AND_OTHER_win10k_step10_full_genomic.csv        , 6.704180293665672e-31  , True             , 2.2746325996365672e-31 , True       , 3.0063588760832613e-33 , True
0.50-0.56, NSD3 , EMAR_AND_OTHER, full      , reversed   ,   10, -0.005954372950824726, 0.5426220323691296     , -0.02511756838331847  , 0.013213196860680858  ,     10458, sliding_NSD3_EMAR_AND_OTHER_win10k_step10_full_reversed.csv       , 1.0                    , False            , 1.0                    , False      , 0.5508187398067298     , False
0.50-0.56, NSD3 , EMAR_AND_OTHER, winTrim500, genomic    ,   10, 0.0922123965676479   , 3.419143387701734e-21  , 0.07317566156674084   , 0.1111819611919123    ,     10458, sliding_NSD3_EMAR_AND_OTHER_win10k_step10_winTrim500_genomic.csv  , 1.1488321782677825e-18 , True             , 3.179803350562612e-19  , True       , 4.7083285994581254e-21 , True
0.50-0.56, NSD3 , EMAR_AND_OTHER, winTrim500, reversed   ,   10, -0.01654727616295706 , 0.09062495843028841    , -0.035702015303989226 , 0.0026196165348926874 ,     10458, sliding_NSD3_EMAR_AND_OTHER_win10k_step10_winTrim500_reversed.csv , 1.0                    , False            , 1.0                    , False      , 0.09575467305841795    , False
0.50-0.56, NSD3 , EMAR_ONLY     , full      , genomic    ,   10, 0.07770190644444677  , 1.7595043104893284e-15 , 0.05862314845895159   , 0.09672392324929947   ,     10458, sliding_NSD3_EMAR_ONLY_win10k_step10_full_genomic.csv             , 5.911934483244143e-13  , True             , 1.3196282328669962e-13 , True       , 2.2564635432229553e-15 , True
0.50-0.56, NSD3 , EMAR_ONLY     , full      , reversed   ,   10, -0.195683521640528   , 8.903480914975753e-91  , -0.21404680474437243  , -0.1771819776482395   ,     10458, sliding_NSD3_EMAR_ONLY_win10k_step10_full_reversed.csv            , 2.991569587431853e-88  , True             , 1.6026265646956355e-88 , True       , 1.9054583359438554e-90 , True
0.50-0.56, NSD3 , EMAR_ONLY     , winTrim500, genomic    ,   10, 0.0943329862202628   , 4.1513608272168654e-22 , 0.07530307166368892   , 0.11329421310263682   ,     10458, sliding_NSD3_EMAR_ONLY_win10k_step10_winTrim500_genomic.csv       , 1.3948572379448669e-19 , True             , 4.068333610672528e-20  , True       , 5.836222752907392e-22  , True
0.50-0.56, NSD3 , EMAR_ONLY     , winTrim500, reversed   ,   10, -0.19581290724671574 , 6.755885097955749e-91  , -0.21417517777546427  , -0.17731229169622606  ,     10458, sliding_NSD3_EMAR_ONLY_win10k_step10_winTrim500_reversed.csv      , 2.2699773929131317e-88 , True             , 1.2295710878279463e-88 , True       , 1.4645015438149237e-90 , True
0.50-0.56, NSD3 , ENHANCER      , full      , genomic    ,   10, 0.11509040678074764  , 3.57050483533724e-32   , 0.09613640543787011   , 0.1339609735618132    ,     10458, sliding_NSD3_ENHANCER_win10k_step10_full_genomic.csv              , 1.1996896246733127e-29 , True             , 3.963260367224337e-30  , True       , 5.308361171120852e-32  , True
0.50-0.56, NSD3 , ENHANCER      , full      , reversed   ,   10, -0.016271479077518688, 0.09613167740645115    , -0.03542649286188187  , 0.0028954858058238744 ,     10458, sliding_NSD3_ENHANCER_win10k_step10_full_reversed.csv             , 1.0                    , False            , 1.0                    , False      , 0.10125468215851909    , False
0.50-0.56, NSD3 , ENHANCER      , winTrim500, genomic    ,   10, 0.09172296899754737  , 5.524831994654598e-21  , 0.07268468445763403   , 0.11069443361091653   ,     10458, sliding_NSD3_ENHANCER_win10k_step10_winTrim500_genomic.csv        , 1.856343550203945e-18  , True             , 5.08284543508223e-19   , True       , 7.57691244981202e-21   , True
0.50-0.56, NSD3 , ENHANCER      , winTrim500, reversed   ,   10, -0.021823691222471617, 0.025629183380245953   , -0.040972615330516715 , -0.002658741408820001 ,     10458, sliding_NSD3_ENHANCER_win10k_step10_winTrim500_reversed.csv       , 1.0                    , False            , 0.8457630515481165     , False      , 0.02832699215711395    , True
0.50-0.56, NSD3 , PROMOTER      , full      , genomic    ,   10, 0.049094516446452456 , 5.085776879503574e-07  , 0.02995664220859982   , 0.06819640903150498   ,     10458, sliding_NSD3_PROMOTER_win10k_step10_full_genomic.csv              , 0.00017088210315132008 , True             , 3.10232389649718e-05   , True       , 6.191380548960873e-07  , True
0.50-0.56, NSD3 , PROMOTER      , full      , reversed   ,   10, 0.04796589013975834  , 9.227311804509304e-07  , 0.028826328783547565  , 0.06707029316098091   ,     10458, sliding_NSD3_PROMOTER_win10k_step10_full_reversed.csv             , 0.00031003767663151263 , True             , 5.259567728570303e-05  , True       , 1.1072774165411164e-06 , True
0.50-0.56, NSD3 , PROMOTER      , winTrim500, genomic    ,   10, 0.027788040846359278 , 0.0044840580419020955  , 0.00862657335323129   , 0.0469291088950844    ,     10458, sliding_NSD3_PROMOTER_win10k_step10_winTrim500_genomic.csv        , 1.0                    , False            , 0.17936232167608382    , False      , 0.005072873744374088   , True
0.50-0.56, NSD3 , PROMOTER      , winTrim500, reversed   ,   10, 0.03327705854029704  , 0.0006650577047652403  , 0.014120002242206829  , 0.052409694049580596  ,     10458, sliding_NSD3_PROMOTER_win10k_step10_winTrim500_reversed.csv       , 0.22345938880112076    , False            , 0.03325288523826202    , True       , 0.0007786041421641839  , True
0.50-0.56, NSD3 , REG_ALL       , full      , genomic    ,   10, 0.17078466952127475  , 2.8124653696826684e-69 , 0.15211652601685527   , 0.18933100002122652   ,     10458, sliding_NSD3_REG_ALL_win10k_step10_full_genomic.csv               , 9.449883642133766e-67  , True             , 4.415570630401789e-67  , True       , 5.249935356740981e-69  , True
0.50-0.56, NSD3 , REG_ALL       , full      , reversed   ,   10, -0.11130390603939577 , 3.456854723593595e-30  , -0.1301922343687853   , -0.09233481809081358  ,     10458, sliding_NSD3_REG_ALL_win10k_step10_full_reversed.csv              , 1.1615031871274478e-27 , True             , 3.7334031014810826e-28 , True       , 5.0720663193338334e-30 , True
0.50-0.56, NSD3 , REG_ALL       , winTrim500, genomic    ,   10, 0.1543807754766978   , 8.572210735522537e-57  , 0.13561598384941023   , 0.17303484948894077   ,     10458, sliding_NSD3_REG_ALL_win10k_step10_winTrim500_genomic.csv         , 2.8802628071355725e-54 , True             , 1.2429705566507679e-54 , True       , 1.500136878716444e-56  , True
0.50-0.56, NSD3 , REG_ALL       , winTrim500, reversed   ,   10, -0.13228180292984454 , 4.859455107957691e-42  , -0.15106486686350537  , -0.11340325471161194  ,     10458, sliding_NSD3_REG_ALL_win10k_step10_winTrim500_reversed.csv        , 1.6327769162737842e-39 , True             , 6.2201025381858444e-40 , True       , 7.807747015590659e-42  , True
0.50-0.56, SETD2, CTCF          , full      , genomic    ,   10, -0.1706862535214233  , 8.388866719259408e-92  , -0.1867410233395331   , -0.1545403380596557   ,     13969, sliding_SETD2_CTCF_win10k_step10_full_genomic.csv                 , 2.818659217671161e-89  , True             , 1.56032920978225e-89   , True       , 1.8666617335570604e-91 , True
0.50-0.56, SETD2, CTCF          , full      , reversed   ,   10, -0.04035289617487778 , 1.8345353703319867e-06 , -0.056898170291990825 , -0.023785463491855983 ,     13969, sliding_SETD2_CTCF_win10k_step10_full_reversed.csv                , 0.0006164038844315475  , True             , 0.00010273398073859126 , True       , 2.193608129649635e-06  , True
0.50-0.56, SETD2, CTCF          , winTrim500, genomic    ,   10, -0.2061592997875872  , 6.193277364499059e-134 , -0.2219837287963064   , -0.19022629810201305  ,     13969, sliding_SETD2_CTCF_win10k_step10_winTrim500_genomic.csv           , 2.0809411944716837e-131, True             , 1.3253613560027986e-131, True       , 1.6918221093265722e-133, True
0.50-0.56, SETD2, CTCF          , winTrim500, reversed   ,   10, -0.06149458259230099 , 3.4819223114010734e-13 , -0.07799839049967702  , -0.044957079613348105 ,     13969, sliding_SETD2_CTCF_win10k_step10_winTrim500_reversed.csv          , 1.1699258966307606e-10 , True             , 2.5069840642087727e-11 , True       , 4.4148147042670216e-13 , True
0.50-0.56, SETD2, EMAR_AND_OTHER, full      , genomic    ,   10, 0.12103946211894479  , 9.596061295962086e-47  , 0.10466620269113641   , 0.13734712310540464   ,     13969, sliding_SETD2_EMAR_AND_OTHER_win10k_step10_full_genomic.csv       , 3.224276595443261e-44  , True             , 1.2954682749548815e-44 , True       , 1.596176532397654e-46  , True
0.50-0.56, SETD2, EMAR_AND_OTHER, full      , reversed   ,   10, 0.01771376317528778  , 0.03629778085586376    , 0.0011307457492670942 , 0.03428704082268079   ,     13969, sliding_SETD2_EMAR_AND_OTHER_win10k_step10_full_reversed.csv      , 1.0                    , False            , 1.0                    , False      , 0.03946943161025962    , True
0.50-0.56, SETD2, EMAR_AND_OTHER, winTrim500, genomic    ,   10, 0.10875860328324266  , 5.03612688702977e-38   , 0.09234179969880216   , 0.12511629537922087   ,     13969, sliding_SETD2_EMAR_AND_OTHER_win10k_step10_winTrim500_genomic.csv , 1.6921386340420027e-35 , True             , 6.093713533306022e-36  , True       , 7.833975157601865e-38  , True
0.50-0.56, SETD2, EMAR_AND_OTHER, winTrim500, reversed   ,   10, 0.009767825110647329 , 0.24834088861142126    , -0.006816628655647302 , 0.026346906939382554  ,     13969, sliding_SETD2_EMAR_AND_OTHER_win10k_step10_winTrim500_reversed.csv, 1.0                    , False            , 1.0                    , False      , 0.25833603273510075    , False
0.50-0.56, SETD2, EMAR_ONLY     , full      , genomic    ,   10, 0.29820947937206427  , 7.724043708213962e-285 , 0.28302578058768946   , 0.31324374091322177   ,     13969, sliding_SETD2_EMAR_ONLY_win10k_step10_full_genomic.csv            , 2.595278685959891e-282 , True             , 2.023699451552058e-282 , True       , 3.4603715812798546e-284, True
0.50-0.56, SETD2, EMAR_ONLY     , full      , reversed   ,   10, 0.14855745207117532  , 9.387396875798346e-70  , 0.1323000342242681    , 0.16473496386887412   ,     13969, sliding_SETD2_EMAR_ONLY_win10k_step10_full_reversed.csv           , 3.154165350268244e-67  , True             , 1.4832087063761386e-67 , True       , 1.7621035476358907e-69 , True
0.50-0.56, SETD2, EMAR_ONLY     , winTrim500, genomic    ,   10, 0.2891502896263774   , 3.65564611336427e-267  , 0.2738802176860318    , 0.3042746179755721    ,     13969, sliding_SETD2_EMAR_ONLY_win10k_step10_winTrim500_genomic.csv      , 1.2282970940903946e-264, True             , 9.212228205677961e-265 , True       , 1.4450554048122292e-266, True
0.50-0.56, SETD2, EMAR_ONLY     , winTrim500, reversed   ,   10, 0.1407337035891812   , 1.0166311482463324e-62 , 0.12444077839663764   , 0.15695075581938422   ,     13969, sliding_SETD2_EMAR_ONLY_win10k_step10_winTrim500_reversed.csv     , 3.415880658107677e-60  , True             , 1.5147804108870353e-60 , True       , 1.8169577968657856e-62 , True
0.50-0.56, SETD2, ENHANCER      , full      , genomic    ,   10, 0.116403963358506    , 2.4257177130550114e-43 , 0.10001367693520957   , 0.13273109314102596   ,     13969, sliding_SETD2_ENHANCER_win10k_step10_full_genomic.csv             , 8.150411515864838e-41  , True             , 3.153433026971515e-41  , True       , 3.937396867567554e-43  , True
0.50-0.56, SETD2, ENHANCER      , full      , reversed   ,   10, 0.008146449496622254 , 0.3356664986959411     , -0.008438040030511665 , 0.024726458651881177  ,     13969, sliding_SETD2_ENHANCER_win10k_step10_full_reversed.csv            , 1.0                    , False            , 1.0                    , False      , 0.34702751865180376    , False
0.50-0.56, SETD2, ENHANCER      , winTrim500, genomic    ,   10, 0.10600192636422281  , 3.385415441057835e-36  , 0.08957603954170752   , 0.12237016547490896   ,     13969, sliding_SETD2_ENHANCER_win10k_step10_winTrim500_genomic.csv       , 1.1374995881954326e-33 , True             , 4.028644374858824e-34  , True       , 5.2178880192451034e-36 , True
0.50-0.56, SETD2, ENHANCER      , winTrim500, reversed   ,   10, 0.004790693908568547 , 0.5712801224036393     , -0.011793592628837774 , 0.021372345553080263  ,     13969, sliding_SETD2_ENHANCER_win10k_step10_winTrim500_reversed.csv      , 1.0                    , False            , 1.0                    , False      , 0.578163015444647      , False
0.50-0.56, SETD2, OTHER_GENIC   , full      , genomic    ,   10, -0.19652494267174359 , 1.1926918409327627e-121, -0.21241601956586756  , -0.18052994773583297  ,     13969, sliding_SETD2_OTHER_GENIC_win10k_step10_full_genomic.csv          , 4.0074445855340825e-119, True             , 2.504652865958802e-119 , True       , 3.155468177585892e-121 , True
0.50-0.56, SETD2, OTHER_GENIC   , full      , reversed   ,   10, 0.5558083772003432   , 0.0                    , 0.5442413901005744    , 0.567164082074602     ,     13969, sliding_SETD2_OTHER_GENIC_win10k_step10_full_reversed.csv         , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.50-0.56, SETD2, OTHER_GENIC   , winTrim500, genomic    ,   10, -0.1798165609246893  , 7.718666570888069e-102 , -0.19581599487266693  , -0.16372142221622818  ,     13969, sliding_SETD2_OTHER_GENIC_win10k_step10_winTrim500_genomic.csv    , 2.593471967818391e-99  , True             , 1.5282959810358377e-99 , True       , 1.865807171092368e-101 , True
0.50-0.56, SETD2, OTHER_GENIC   , winTrim500, reversed   ,   10, 0.5480696236330309   , 0.0                    , 0.5363611696250792    , 0.559567162314583     ,     13969, sliding_SETD2_OTHER_GENIC_win10k_step10_winTrim500_reversed.csv   , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.50-0.56, SETD2, PROMOTER      , full      , genomic    ,   10, 0.09189709168270863  , 1.382630257094173e-27  , 0.07542869252688601   , 0.1083153728007291    ,     13969, sliding_SETD2_PROMOTER_win10k_step10_full_genomic.csv             , 4.6456376638364215e-25 , True             , 1.4517617699488817e-25 , True       , 2.0024300275156988e-27 , True
0.50-0.56, SETD2, PROMOTER      , full      , reversed   ,   10, 0.07822352025362334  , 2.0705221700516107e-20 , 0.061720234648102765  , 0.09468404494130592   ,     13969, sliding_SETD2_PROMOTER_win10k_step10_full_reversed.csv            , 6.956954491373412e-18  , True             , 1.8427647313459335e-18 , True       , 2.8052235852312144e-20 , True
0.50-0.56, SETD2, PROMOTER      , winTrim500, genomic    ,   10, 0.06777700322453192  , 1.0651886106179947e-15 , 0.0512512585015698    , 0.08426564078088004   ,     13969, sliding_SETD2_PROMOTER_win10k_step10_winTrim500_genomic.csv       , 3.579033731676462e-13  , True             , 8.308471162820359e-14  , True       , 1.3818663056665876e-15 , True
0.50-0.56, SETD2, PROMOTER      , winTrim500, reversed   ,   10, 0.05682592154167741  , 1.8033855402087035e-11 , 0.04028053088224336   , 0.07334015799461738   ,     13969, sliding_SETD2_PROMOTER_win10k_step10_winTrim500_reversed.csv      , 6.059375415101244e-09  , True             , 1.2263021673419183e-09 , True       , 2.2525559163945143e-11 , True
0.50-0.56, SETD2, REG_ALL       , full      , genomic    ,   10, 0.24704510408243702  , 2.7877017146807793e-193, 0.23140980234859612   , 0.2625528180096017    ,     13969, sliding_SETD2_REG_ALL_win10k_step10_full_genomic.csv              , 9.366677761327418e-191 , True             , 6.523222012353024e-191 , True       , 9.093861904201376e-193 , True
0.50-0.56, SETD2, REG_ALL       , full      , reversed   ,   10, 0.08933641778615313  , 3.731947112741582e-26  , 0.07286101157306421   , 0.10576307968249907   ,     13969, sliding_SETD2_REG_ALL_win10k_step10_full_reversed.csv             , 1.2539342298811716e-23 , True             , 3.8439055261238296e-24 , True       , 5.358693290090477e-26  , True
0.50-0.56, SETD2, REG_ALL       , winTrim500, genomic    ,   10, 0.234904034500301    , 2.034925124526015e-174 , 0.21917447815606672   , 0.2505115175416244    ,     13969, sliding_SETD2_REG_ALL_win10k_step10_winTrim500_genomic.csv        , 6.83734841840741e-172  , True             , 4.5785815301835336e-172, True       , 6.1047753735780455e-174, True
0.50-0.56, SETD2, REG_ALL       , winTrim500, reversed   ,   10, 0.08022713230246803  , 2.1696334465221527e-21 , 0.06372856940845288   , 0.0966818530084144    ,     13969, sliding_SETD2_REG_ALL_win10k_step10_winTrim500_reversed.csv       , 7.289968380314433e-19  , True             , 2.061151774196045e-19  , True       , 3.0123836282291047e-21 , True
0.57-0.60, ASH1L, CTCF          , full      , genomic    ,   10, -0.05836035161699867 , 4.66980496997156e-18   , -0.07152239266655804  , -0.04517798952069729  ,     21990, sliding_ASH1L_CTCF_win10k_step10_full_genomic.csv                 , 1.569054469910444e-15  , True             , 3.875938125076395e-16  , True       , 6.177379802797025e-18  , True
0.57-0.60, ASH1L, CTCF          , full      , reversed   ,   10, 0.24357170620871502  , 2.12736955467414e-294  , 0.2310984798146142    , 0.255964879244619     ,     21990, sliding_ASH1L_CTCF_win10k_step10_full_reversed.csv                , 7.147961703705111e-292 , True             , 5.765171493166919e-292 , True       , 1.0830245005613804e-293, True
0.57-0.60, ASH1L, CTCF          , winTrim500, genomic    ,   10, -0.05385626543123967 , 1.330848573090215e-15  , -0.06702576514554971  , -0.040668003481871925 ,     21990, sliding_ASH1L_CTCF_win10k_step10_winTrim500_genomic.csv           , 4.4716512055831225e-13 , True             , 1.0114449155485634e-13 , True       , 1.7132763239782078e-15 , True
0.57-0.60, ASH1L, CTCF          , winTrim500, reversed   ,   10, 0.2289169220819004   , 2.3535844364342473e-259, 0.2163543224233314    , 0.24140373116779368   ,     21990, sliding_ASH1L_CTCF_win10k_step10_winTrim500_reversed.csv          , 7.908043706419071e-257 , True             , 5.8368894023569334e-257, True       , 8.885442366763001e-259 , True
0.57-0.60, ASH1L, EMAR_AND_OTHER, full      , genomic    ,   10, -0.05863418521183892 , 3.2645714751245336e-18 , -0.07179575554836741  , -0.0454521991360425   ,     21990, sliding_ASH1L_EMAR_AND_OTHER_win10k_step10_full_genomic.csv       , 1.0968960156418433e-15 , True             , 2.7422400391046083e-16 , True       , 4.335557374078432e-18  , True
0.57-0.60, ASH1L, EMAR_AND_OTHER, full      , reversed   ,   10, 0.24514393053202277  , 2.650885949542855e-298 , 0.23268063282538395   , 0.25752672394757276   ,     21990, sliding_ASH1L_EMAR_AND_OTHER_win10k_step10_full_reversed.csv      , 8.906976790463992e-296 , True             , 7.210409782756566e-296 , True       , 1.3703041216098449e-297, True
0.57-0.60, ASH1L, EMAR_AND_OTHER, winTrim500, genomic    ,   10, -0.05387800058094014 , 1.2964196312592028e-15 , -0.06704746558696825  , -0.04068976581191984  ,     21990, sliding_ASH1L_EMAR_AND_OTHER_win10k_step10_winTrim500_genomic.csv , 4.355969961030921e-13  , True             , 9.982431160695862e-14  , True       , 1.6753730619349698e-15 , True
0.57-0.60, ASH1L, EMAR_AND_OTHER, winTrim500, reversed   ,   10, 0.23033726995444928  , 1.2055493856181315e-262, 0.21778308166137397   , 0.24281524990862066   ,     21990, sliding_ASH1L_EMAR_AND_OTHER_win10k_step10_winTrim500_reversed.csv, 4.0506459356769215e-260, True             , 3.0138734640453286e-260, True       , 4.6559148685941623e-262, True
0.57-0.60, ASH1L, EMAR_ONLY     , full      , genomic    ,   10, -0.24174265231756425 , 6.832362868070905e-290 , -0.2541478191063373   , -0.22925795835279963  ,     21990, sliding_ASH1L_EMAR_ONLY_win10k_step10_full_genomic.csv            , 2.295673923671824e-287 , True             , 1.8310732486430026e-287, True       , 3.327063657495397e-289 , True
0.57-0.60, ASH1L, EMAR_ONLY     , full      , reversed   ,   10, 0.19005965726254506  , 6.11935256430621e-178  , 0.17728780396347077   , 0.20276750406379684   ,     21990, sliding_ASH1L_EMAR_ONLY_win10k_step10_full_reversed.csv           , 2.0561024616068865e-175, True             , 1.3890930320975097e-175, True       , 1.8691840560062605e-177, True
0.57-0.60, ASH1L, EMAR_ONLY     , winTrim500, genomic    ,   10, -0.240186988279206   , 4.3418525958332855e-286, -0.2526022871870915   , -0.227692611063264    ,     21990, sliding_ASH1L_EMAR_ONLY_win10k_step10_winTrim500_genomic.csv      , 1.4588624721999838e-283, True             , 1.1462490852999874e-283, True       , 1.998441742739704e-285 , True
0.57-0.60, ASH1L, EMAR_ONLY     , winTrim500, reversed   ,   10, 0.1754158441170609   , 1.8171179035535418e-151, 0.16257556625600253   , 0.18819671912609642   ,     21990, sliding_ASH1L_EMAR_ONLY_win10k_step10_winTrim500_reversed.csv     , 6.1055161559399e-149   , True             , 4.015830566853328e-149 , True       , 5.263375996499914e-151 , True
0.57-0.60, ASH1L, ENHANCER      , full      , genomic    ,   10, -0.2721559469604613  , 0.0                    , -0.28435030902360414  , -0.2598735384662366   ,     21990, sliding_ASH1L_ENHANCER_win10k_step10_full_genomic.csv             , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, ENHANCER      , full      , reversed   ,   10, 0.29748656140785656  , 0.0                    , 0.28539149372558015   , 0.3094868873866786    ,     21990, sliding_ASH1L_ENHANCER_win10k_step10_full_reversed.csv            , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, ENHANCER      , winTrim500, genomic    ,   10, -0.2650691014931641  , 0.0                    , -0.27731474708406223  , -0.25273734962564254  ,     21990, sliding_ASH1L_ENHANCER_win10k_step10_winTrim500_genomic.csv       , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, ENHANCER      , winTrim500, reversed   ,   10, 0.2839446862236556   , 0.0                    , 0.2717473315615992    , 0.2960508309043539    ,     21990, sliding_ASH1L_ENHANCER_win10k_step10_winTrim500_reversed.csv      , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, EXON_MANE     , full      , genomic    ,   10, 0.03540772437241807  , 1.5048199766265894e-07 , 0.022200903565078818  , 0.0486021896062282    ,     21990, sliding_ASH1L_EXON_MANE_win10k_step10_full_genomic.csv            , 5.05619512146534e-05   , True             , 9.480365852747513e-06  , True       , 1.8453266866661825e-07 , True
0.57-0.60, ASH1L, EXON_MANE     , full      , reversed   ,   10, -0.5064162080485518  , 0.0                    , -0.5161784250137673   , -0.4965224254251766   ,     21990, sliding_ASH1L_EXON_MANE_win10k_step10_full_reversed.csv           , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, EXON_MANE     , winTrim500, genomic    ,   10, 0.024436485100401077 , 0.00029005046517401164 , 0.01122289925856898   , 0.03764153819287982   ,     21990, sliding_ASH1L_EXON_MANE_win10k_step10_winTrim500_genomic.csv      , 0.09745695629846791    , False            , 0.015082624189048606   , True       , 0.0003419542326262032  , True
0.57-0.60, ASH1L, EXON_MANE     , winTrim500, reversed   ,   10, -0.5078593889957006  , 0.0                    , -0.5176022028602284   , -0.49798489425082887  ,     21990, sliding_ASH1L_EXON_MANE_win10k_step10_winTrim500_reversed.csv     , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, EXON_UNION    , full      , genomic    ,   10, 0.09882741472582293  , 7.440365481112616e-49  , 0.0857221763451692    , 0.11189846104769771   ,     21990, sliding_ASH1L_EXON_UNION_win10k_step10_full_genomic.csv           , 2.499962801653839e-46  , True             , 1.026770436393541e-46  , True       , 1.256262714398914e-48  , True
0.57-0.60, ASH1L, EXON_UNION    , full      , reversed   ,   10, -0.47199889926360594 , 0.0                    , -0.4822078519390614   , -0.4616617696716286   ,     21990, sliding_ASH1L_EXON_UNION_win10k_step10_full_reversed.csv          , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, EXON_UNION    , winTrim500, genomic    ,   10, 0.08660072661212748  , 7.039523424280819e-38  , 0.07346760847124818   , 0.09970381426594802   ,     21990, sliding_ASH1L_EXON_UNION_win10k_step10_winTrim500_genomic.csv     , 2.3652798705583554e-35 , True             , 8.447428109136982e-36  , True       , 1.0899907237596107e-37 , True
0.57-0.60, ASH1L, EXON_UNION    , winTrim500, reversed   ,   10, -0.4741727362278245  , 0.0                    , -0.4843543812614055   , -0.46386266466921694  ,     21990, sliding_ASH1L_EXON_UNION_win10k_step10_winTrim500_reversed.csv    , 0.0                    , True             , 0.0                    , True       , 0.0                    , True
0.57-0.60, ASH1L, OTHER_GENIC   , full      , genomic    ,   10, 0.16538681532968247  , 1.2378451061408474e-134, 0.15250296891858595   , 0.17821445765091998   ,     21990, sliding_ASH1L_OTHER_GENIC_win10k_step10_full_genomic.csv          , 4.159159556633247e-132 , True             , 2.661366978202822e-132 , True       , 3.4091471775682354e-134, True
0.57-0.60, ASH1L, OTHER_GENIC   , full      , reversed   ,   10, -0.12630134050385639 , 7.064818472775916e-79  , -0.13928603380355317  , -0.1132732226809394   ,     21990, sliding_ASH1L_OTHER_GENIC_win10k_step10_full_reversed.csv         , 2.373779006852708e-76  , True             , 1.2080839588446816e-76 , True       , 1.4299873535257276e-78 , True
0.57-0.60, ASH1L, OTHER_GENIC   , winTrim500, genomic    ,   10, 0.14997659351823334  , 8.550410728030311e-111 , 0.13703101565665468   , 0.16287094959640716   ,     21990, sliding_ASH1L_OTHER_GENIC_win10k_step10_winTrim500_genomic.csv    , 2.8729380046181846e-108, True             , 1.7442837885181837e-108, True       , 2.1601037628708157e-110, True
0.57-0.60, ASH1L, OTHER_GENIC   , winTrim500, reversed   ,   10, -0.1358039164808141  , 5.219195575286201e-91  , -0.14875412106268365  , -0.12280713838912992  ,     21990, sliding_ASH1L_OTHER_GENIC_win10k_step10_winTrim500_reversed.csv   , 1.7536497132961636e-88 , True             , 9.551127902773749e-89  , True       , 1.138733580062444e-90  , True
0.57-0.60, ASH1L, PROMOTER      , full      , genomic    ,   10, 0.034190256986046684 , 3.9515655710165343e-07 , 0.02098252834880841   , 0.047386053874631774  ,     21990, sliding_ASH1L_PROMOTER_win10k_step10_full_genomic.csv             , 0.00013277260318615556 , True             , 2.4499706540302512e-05 , True       , 4.828094661314747e-07  , True
0.57-0.60, ASH1L, PROMOTER      , full      , reversed   ,   10, 0.14214086034568774  , 1.3259353432198351e-99 , 0.1291663151990024    , 0.15506674620522973   ,     21990, sliding_ASH1L_PROMOTER_win10k_step10_full_reversed.csv            , 4.455142753218646e-97  , True             , 2.6120926261430754e-97 , True       , 3.182244823727604e-99  , True
0.57-0.60, ASH1L, PROMOTER      , winTrim500, genomic    ,   10, 0.04436422571970496  , 4.652596748546632e-11  , 0.031165289513337094  , 0.057547692041979244  ,     21990, sliding_ASH1L_PROMOTER_win10k_step10_winTrim500_genomic.csv       , 1.5632725075116685e-08 , True             , 3.0707138540407773e-09 , True       , 5.768533238050437e-11  , True
0.57-0.60, ASH1L, PROMOTER      , winTrim500, reversed   ,   10, 0.12421546171632797  , 2.460581719968505e-76  , 0.1111807856821399    , 0.13720740771297443   ,     21990, sliding_ASH1L_PROMOTER_win10k_step10_winTrim500_reversed.csv      , 8.267554579094176e-74  , True             , 4.133777289547088e-74  , True       , 4.892044129641525e-76  , True
0.57-0.60, ASH1L, REG_ALL       , full      , genomic    ,   10, -0.24355917442168373 , 2.2848135442344283e-294, -0.2559524299308928   , -0.23108586915362583  ,     21990, sliding_ASH1L_REG_ALL_win10k_step10_full_genomic.csv              , 7.676973508627679e-292 , True             , 6.168996569432956e-292 , True       , 1.1458169415862207e-293, True
0.57-0.60, ASH1L, REG_ALL       , full      , reversed   ,   10, 0.23187570519601017  , 3.1014092380197035e-266, 0.21933068829297375   , 0.24434406235993797   ,     21990, sliding_ASH1L_REG_ALL_win10k_step10_full_reversed.csv             , 1.0420735039746203e-263, True             , 7.784537187429456e-264 , True       , 1.211713376714675e-265 , True
